subscription_id,status_new,THEMONTH,THEDATETIME
256422461,active,2022-08,2022-08-26 04:20:49
256422461,cancelled,2022-08,2022-08-29 11:23:24
256520444,active,2022-06,2022-06-26 16:51:17
256595207,active,2022-06,2022-06-26 21:10:33
256597579,active,2022-06,2022-06-26 21:20:18
256632895,active,2022-06,2022-06-26 23:23:53
256656330,active,2022-06,2022-06-27 00:10:37
256656330,cancelled,2022-10,2022-10-04 15:18:55
256759844,active,2022-06,2022-06-27 08:44:21
256759844,cancelled,2022-09,2022-09-08 13:28:44
256790843,active,2022-07,2022-07-12 09:59:30
256790843,cancelled,2022-10,2022-10-24 10:54:12
256892559,active,2022-06,2022-06-27 17:24:52
256956868,active,2022-06,2022-06-27 20:35:11
257456893,active,2022-06,2022-06-29 00:19:09
257456893,cancelled,2022-09,2022-09-16 12:21:15
257553622,active,2022-06,2022-06-29 07:19:00
257553622,cancelled,2022-09,2022-09-30 18:35:57
257630454,active,2022-06,2022-06-29 13:39:39
257643506,active,2022-06,2022-06-29 14:12:35
257643506,cancelled,2022-09,2022-09-26 17:45:02
257861322,active,2022-06,2022-06-29 21:46:10
257885448,active,2022-08,2022-08-25 11:53:19
257885448,cancelled,2023-12,2023-12-10 16:03:49
258018996,active,2022-08,2022-08-22 10:51:32
258018997,active,2022-08,2022-08-22 10:52:45
258018997,cancelled,2022-10,2022-10-25 05:35:43
258023923,active,2022-08,2022-08-22 10:51:30
258023923,cancelled,2022-09,2022-09-26 07:35:53
258060566,active,2022-08,2022-08-26 08:30:03
258126514,active,2022-06,2022-06-30 14:43:15
258126514,cancelled,2022-09,2022-09-26 09:08:33
258210351,active,2022-06,2022-06-30 18:53:57
258210351,cancelled,2023-01,2023-01-24 08:41:49
258236778,active,2022-07,2022-07-30 04:27:46
258236778,cancelled,2023-03,2023-03-01 20:58:58
258289361,active,2022-07,2022-07-30 04:27:52
258289361,cancelled,2023-07,2023-07-10 14:51:59
258431231,active,2022-08,2022-08-07 04:23:04
258431231,cancelled,2024-08,2024-08-07 05:43:39
258465071,active,2022-08,2022-08-01 04:52:16
258465071,cancelled,2022-09,2022-09-05 15:10:12
258668760,active,2022-07,2022-07-01 22:31:16
258793499,active,2022-07,2022-07-02 09:23:24
258871754,active,2022-08,2022-08-22 10:52:42
258871754,cancelled,2024-08,2024-08-22 18:56:15
258984378,active,2022-07,2022-07-02 22:34:42
259096193,active,2022-07,2022-07-03 08:46:44
259126934,active,2022-07,2022-07-03 12:07:02
259126934,cancelled,2022-09,2022-09-06 12:50:03
259141292,active,2023-02,2023-02-02 15:00:39
259168224,active,2022-07,2022-07-03 15:03:46
259168224,cancelled,2022-09,2022-09-30 19:28:49
259173734,active,2022-07,2022-07-03 15:23:34
259194287,active,2022-08,2022-08-03 04:26:52
259251785,active,2022-08,2022-08-13 09:48:18
259251785,cancelled,2023-04,2023-04-25 14:53:03
259266425,active,2022-08,2022-08-03 04:26:57
259266425,cancelled,2023-01,2023-01-11 11:07:35
259289807,active,2022-07,2022-07-03 22:33:07
259289807,cancelled,2022-10,2022-10-06 19:11:33
259418290,active,2022-07,2022-07-04 08:13:42
259418290,cancelled,2023-08,2023-08-29 04:20:01
259494649,active,2022-07,2022-07-04 14:33:18
259494649,cancelled,2023-02,2023-02-09 10:34:20
259558391,active,2022-08,2022-08-01 09:01:35
259558391,cancelled,2022-09,2022-09-28 19:54:03
259563327,active,2022-08,2022-08-19 04:19:28
259596433,active,2022-07,2022-07-04 18:59:58
259655579,active,2022-08,2022-08-08 21:55:25
259655579,cancelled,2022-11,2022-11-01 20:03:01
259670338,active,2022-07,2022-07-04 23:04:50
259670338,cancelled,2022-09,2022-09-17 17:05:44
259792321,active,2022-08,2022-08-22 10:52:42
259792321,cancelled,2024-06,2024-06-09 04:37:29
259857809,active,2022-08,2022-08-22 10:53:31
259857809,cancelled,2022-11,2022-11-11 15:43:46
259865984,active,2022-08,2022-08-05 04:24:00
259865984,cancelled,2023-01,2023-01-01 18:49:38
260131511,active,2023-01,2023-01-28 09:42:15
260206220,active,2022-07,2022-07-06 14:01:36
260223979,active,2022-09,2022-09-22 09:13:30
260223979,cancelled,2024-10,2024-10-21 18:25:05
260289420,active,2022-08,2022-08-06 04:23:00
260289420,cancelled,2022-09,2022-09-02 08:51:28
260354629,active,2022-07,2022-07-06 20:31:54
260360664,active,2022-07,2022-07-06 20:51:10
260360664,cancelled,2022-10,2022-10-02 07:59:34
260362201,active,2022-07,2022-07-06 20:56:29
260362201,cancelled,2022-10,2022-10-01 12:00:42
260363071,active,2022-07,2022-07-06 20:58:51
260363071,cancelled,2022-09,2022-09-23 05:36:21
260523956,active,2022-07,2022-07-07 07:03:58
260523956,cancelled,2022-09,2022-09-07 10:13:25
260537466,active,2022-07,2022-07-07 08:22:12
260568632,active,2022-08,2022-08-07 04:23:05
260568632,cancelled,2023-01,2023-01-20 10:19:28
260696919,active,2022-07,2022-07-07 20:00:57
260732524,active,2022-08,2022-08-07 04:23:03
260755027,active,2022-07,2022-07-08 00:28:59
260816439,active,2022-08,2022-08-26 04:37:17
260816439,cancelled,2022-09,2022-09-02 04:36:46
260847284,active,2022-07,2022-07-08 11:44:33
260886068,active,2022-07,2022-07-08 15:02:13
260906600,active,2022-08,2022-08-08 04:28:46
260906600,cancelled,2023-04,2023-04-02 05:42:27
260947302,active,2022-08,2022-08-10 04:25:48
260947302,cancelled,2022-12,2022-12-17 18:36:56
261078465,active,2022-07,2022-07-09 08:32:59
261083168,active,2022-08,2022-08-07 12:28:03
261083168,cancelled,2023-07,2023-07-19 10:51:31
261174287,active,2022-07,2022-07-09 18:18:51
261290063,active,2022-07,2022-07-14 04:22:26
261290063,cancelled,2022-09,2022-09-24 23:48:18
261290063,active,2024-06,2024-06-08 08:39:12
261430154,active,2022-07,2022-07-10 20:03:31
261503136,active,2022-07,2022-07-11 04:22:14
261505044,active,2022-07,2022-07-11 01:37:49
261559636,active,2022-08,2022-08-11 04:21:42
261577548,active,2022-07,2022-07-11 11:36:41
261613520,active,2022-07,2022-07-11 14:36:13
261734567,active,2022-07,2022-07-11 22:47:40
261828254,active,2022-07,2022-07-12 07:19:15
261839806,active,2022-07,2022-07-12 08:47:32
261850888,active,2022-07,2022-07-12 10:50:36
261905900,active,2022-07,2022-07-12 15:25:02
261905900,cancelled,2023-10,2023-10-02 09:35:05
261937816,active,2022-08,2022-08-12 04:22:58
261937816,cancelled,2022-09,2022-09-12 21:18:50
261969315,active,2022-08,2022-08-12 04:23:01
262000455,active,2022-08,2022-08-12 04:23:00
262000455,cancelled,2022-10,2022-10-07 04:38:45
262135955,active,2022-07,2022-07-12 22:58:16
262228222,active,2022-08,2022-08-13 04:18:10
262228222,cancelled,2022-11,2022-11-09 15:41:53
262239810,active,2022-08,2022-08-22 10:52:44
262239810,cancelled,2022-10,2022-10-04 10:19:34
262242288,active,2022-07,2022-07-13 11:02:24
262281838,active,2022-07,2022-07-13 14:28:21
262281838,cancelled,2024-07,2024-07-19 18:16:25
262338561,active,2022-07,2022-07-13 17:52:05
262366461,active,2022-07,2022-07-13 19:46:36
262514795,active,2022-07,2022-07-14 09:39:11
262611976,active,2022-07,2022-07-14 17:32:52
262639054,active,2022-08,2022-08-14 04:20:00
262658482,active,2022-08,2022-08-18 10:19:46
262781083,active,2022-08,2022-08-22 10:51:30
262781083,cancelled,2022-09,2022-09-15 08:13:49
262807284,active,2022-07,2022-07-15 13:13:19
262807284,cancelled,2022-12,2022-12-07 05:38:44
262807284,active,2023-01,2023-01-10 22:17:48
262933443,active,2022-08,2022-08-15 04:26:42
263031145,active,2022-07,2022-07-16 11:38:47
263172142,active,2022-08,2022-08-16 04:21:11
263172142,cancelled,2023-03,2023-03-07 14:09:18
263329051,active,2022-07,2022-07-17 17:00:57
263329051,cancelled,2022-10,2022-10-14 10:07:36
263366250,active,2022-07,2022-07-17 19:38:30
263529952,active,2022-07,2022-07-18 09:42:59
263621587,active,2022-08,2022-08-22 10:53:29
263621587,cancelled,2022-09,2022-09-14 09:06:24
263625633,active,2022-08,2022-08-18 04:23:28
263625633,cancelled,2022-10,2022-10-04 09:01:44
263722631,active,2022-08,2022-08-22 10:51:32
263722631,cancelled,2022-10,2022-10-13 04:36:34
263749720,active,2022-08,2022-08-22 10:51:32
263749720,cancelled,2024-05,2024-05-20 16:04:20
263842854,active,2022-07,2022-07-19 07:52:46
263923385,active,2022-07,2022-07-19 15:36:43
263998148,active,2022-08,2022-08-19 04:19:23
263998148,cancelled,2022-10,2022-10-24 12:13:51
264156425,active,2022-07,2022-07-20 11:03:10
264232080,active,2022-08,2022-08-22 10:52:45
264459652,active,2022-08,2022-08-21 04:20:08
264461486,active,2022-07,2022-07-21 12:11:03
264514420,active,2022-07,2022-07-21 14:57:38
264632912,active,2022-07,2022-07-21 21:31:41
264670778,active,2022-07,2022-07-28 10:51:58
264763956,active,2022-08,2022-08-22 04:25:03
264763956,cancelled,2022-10,2022-10-28 09:53:01
264837313,active,2022-07,2022-07-22 15:20:34
264911237,active,2022-07,2022-07-22 19:57:23
264955509,active,2022-07,2022-07-22 22:56:34
265103157,active,2022-08,2022-08-23 04:19:45
265103157,cancelled,2024-10,2024-10-06 16:27:23
265285259,active,2022-08,2022-08-24 04:20:09
265285259,cancelled,2022-09,2022-09-24 07:10:51
265318939,active,2022-07,2022-07-24 13:27:54
265393944,active,2022-08,2022-08-24 04:20:09
265393944,cancelled,2022-09,2022-09-24 11:02:09
265546569,active,2022-07,2022-07-25 08:11:11
265672857,active,2022-08,2022-08-27 04:36:44
265672857,cancelled,2023-08,2023-08-20 06:51:44
265687466,active,2022-07,2022-07-25 19:47:14
265817677,active,2022-08,2022-08-26 04:20:49
265817677,cancelled,2022-11,2022-11-26 17:17:15
265843135,active,2022-07,2022-07-26 10:50:26
265861780,active,2022-07,2022-07-26 12:52:26
265865745,active,2022-08,2022-08-22 10:08:59
265955466,active,2022-08,2022-08-26 04:20:47
265986485,active,2022-07,2022-07-26 21:47:40
265989576,active,2022-07,2022-07-26 22:03:00
266102832,active,2022-08,2022-08-24 04:20:04
266102832,cancelled,2022-10,2022-10-18 09:51:21
266172344,active,2022-07,2022-07-27 16:12:12
266172344,cancelled,2022-09,2022-09-29 07:30:14
266206244,active,2022-08,2022-08-27 04:21:22
266206244,cancelled,2023-01,2023-01-08 17:58:29
266377289,active,2022-08,2022-08-28 04:25:52
266377289,cancelled,2022-09,2022-09-12 16:50:13
266377289,active,2023-08,2023-08-16 12:01:53
266377289,cancelled,2023-12,2023-12-11 05:39:59
266400519,active,2022-08,2022-08-24 06:20:33
266400519,cancelled,2024-05,2024-05-26 20:30:00
266429673,active,2022-07,2022-07-28 15:22:00
266629169,active,2022-07,2022-07-29 06:57:05
266629169,cancelled,2023-04,2023-04-26 05:41:20
266635555,active,2022-07,2022-07-29 08:03:32
266660461,active,2022-07,2022-07-29 11:28:55
266663614,active,2022-07,2022-07-29 11:49:03
266663614,cancelled,2022-08,2022-08-29 12:31:48
266783065,active,2022-07,2022-07-29 19:31:41
266783065,cancelled,2023-07,2023-07-24 04:38:30
266844909,active,2022-07,2022-07-30 00:14:00
266911299,active,2022-07,2022-07-30 08:07:57
266924381,active,2022-07,2022-07-30 10:33:33
266938970,active,2022-07,2022-07-30 12:20:16
266938970,cancelled,2024-09,2024-09-18 16:02:44
267092351,active,2022-07,2022-07-30 23:41:06
267094245,active,2022-07,2022-07-30 23:48:15
267094245,cancelled,2022-09,2022-09-24 04:36:45
267186723,active,2022-07,2022-07-31 10:13:22
267186723,cancelled,2022-11,2022-11-25 09:32:40
267186723,active,2024-07,2024-07-23 09:04:34
267186724,active,2022-07,2022-07-31 10:13:23
267186724,cancelled,2022-11,2022-11-25 09:32:40
267191168,active,2022-07,2022-07-31 10:58:53
267191168,cancelled,2022-11,2022-11-15 13:08:05
267192776,active,2022-07,2022-07-31 11:13:02
267192776,cancelled,2022-10,2022-10-27 13:47:24
267193324,active,2022-07,2022-07-31 11:17:30
267193324,cancelled,2022-10,2022-10-30 19:25:53
267198992,active,2022-07,2022-07-31 12:02:44
267198992,cancelled,2023-08,2023-08-28 11:47:04
267204393,active,2022-07,2022-07-31 12:37:56
267204393,cancelled,2023-04,2023-04-11 17:14:23
267228831,active,2022-07,2022-07-31 14:36:03
267228831,cancelled,2023-04,2023-04-11 16:49:58
267242294,active,2022-07,2022-07-31 15:30:28
267242294,cancelled,2023-03,2023-03-23 19:52:01
267286446,active,2022-07,2022-07-31 18:12:42
267286446,cancelled,2023-01,2023-01-12 20:03:31
267312872,active,2022-07,2022-07-31 19:49:42
267320046,active,2022-07,2022-07-31 20:18:18
267320046,cancelled,2022-10,2022-10-04 05:07:53
267465533,active,2022-08,2022-08-01 08:15:21
267473363,active,2022-08,2022-08-01 09:39:05
267481151,active,2022-08,2022-08-01 10:50:24
267481151,cancelled,2023-08,2023-08-22 15:51:21
267576273,active,2022-08,2022-08-01 17:48:14
267640317,active,2022-08,2022-08-01 21:36:40
267811267,active,2022-08,2022-08-02 14:00:15
267811267,cancelled,2023-02,2023-02-11 13:11:49
267841552,active,2022-08,2022-08-02 15:29:53
267897330,active,2022-08,2022-08-02 18:20:14
267897330,cancelled,2022-12,2022-12-27 05:38:29
267930770,active,2022-08,2022-08-10 20:49:00
268082793,active,2022-11,2022-11-03 10:18:55
268098490,active,2022-08,2022-08-03 10:27:55
268098491,active,2022-08,2022-08-03 10:27:56
268098491,cancelled,2022-11,2022-11-29 07:38:44
268114578,active,2022-08,2022-08-03 12:16:56
268173424,active,2022-08,2022-08-03 16:08:30
268240700,active,2022-08,2022-08-03 20:28:51
268255035,active,2022-08,2022-08-03 21:30:00
268255035,cancelled,2022-09,2022-09-24 18:52:47
268255035,active,2023-06,2023-06-30 20:27:29
268255035,cancelled,2023-09,2023-09-19 15:00:59
268255035,active,2024-08,2024-08-14 13:29:03
268255035,cancelled,2024-10,2024-10-12 04:42:11
268256273,active,2022-08,2022-08-03 21:35:34
268371537,active,2022-08,2022-08-04 07:23:24
268374289,active,2022-08,2022-08-04 07:48:43
268374289,cancelled,2022-09,2022-09-05 13:41:02
268378068,active,2022-08,2022-08-04 08:44:11
268471527,active,2022-08,2022-08-04 16:51:57
268471527,cancelled,2023-01,2023-01-29 05:36:08
268508386,active,2022-08,2022-08-04 19:04:07
268562676,active,2022-08,2022-08-04 22:55:17
268688959,active,2022-08,2022-08-05 13:32:39
268688959,cancelled,2022-09,2022-09-30 04:37:47
268693137,active,2022-08,2022-08-05 13:53:09
268694232,active,2022-08,2022-08-05 13:59:25
268695791,active,2022-08,2022-08-05 14:06:49
268695791,cancelled,2022-09,2022-09-02 07:47:12
268695795,active,2022-08,2022-08-05 14:06:49
268695795,cancelled,2022-09,2022-09-02 07:47:01
268699514,active,2022-08,2022-08-05 14:23:05
268746931,active,2022-08,2022-08-05 17:39:54
268990340,active,2022-08,2022-08-05 22:59:48
269062651,active,2022-09,2022-09-23 12:17:44
269081069,active,2022-08,2022-08-06 11:34:21
269081143,active,2022-08,2022-08-06 11:34:44
269083580,active,2022-08,2022-08-06 11:56:09
269095235,active,2022-08,2022-08-06 13:16:14
269123631,active,2022-08,2022-08-06 15:33:40
269123631,cancelled,2022-10,2022-10-30 19:01:56
269295179,active,2022-08,2022-08-07 07:29:07
269295339,active,2022-08,2022-08-07 07:32:29
269305462,active,2022-08,2022-08-07 09:45:44
269312233,active,2022-08,2022-08-07 11:00:04
269315057,active,2022-08,2022-08-07 11:26:48
269417486,active,2022-08,2022-08-07 19:05:50
269446552,active,2022-08,2022-08-07 20:49:40
269446552,cancelled,2023-01,2023-01-05 05:44:01
269563823,active,2022-08,2022-08-08 06:09:12
269563823,cancelled,2023-09,2023-09-20 15:49:20
269626150,active,2022-08,2022-08-08 14:28:39
269626150,cancelled,2022-10,2022-10-24 11:31:36
269672145,active,2022-08,2022-08-08 17:08:15
269871175,active,2022-08,2022-08-22 10:53:31
269871175,cancelled,2022-08,2022-08-30 07:02:44
269875175,active,2022-08,2022-08-09 10:50:07
269875175,cancelled,2022-10,2022-10-04 04:38:38
269954140,active,2022-08,2022-08-09 15:33:55
270029491,active,2022-08,2022-08-09 20:14:44
270029491,cancelled,2022-10,2022-10-06 10:27:41
270242897,active,2022-08,2022-08-10 00:12:56
270315394,active,2022-08,2022-08-10 07:57:08
270328299,active,2022-08,2022-08-10 10:49:24
270328299,cancelled,2022-08,2022-08-29 15:57:45
270347406,active,2022-08,2022-08-10 12:59:32
270347406,cancelled,2022-10,2022-10-01 04:38:28
270347932,active,2022-08,2022-08-10 13:02:09
270347932,cancelled,2022-10,2022-10-01 04:38:29
270381918,active,2022-08,2022-08-10 15:30:30
270381918,cancelled,2022-09,2022-09-23 09:33:40
270420188,active,2022-08,2022-08-10 18:13:25
270436085,active,2022-08,2022-08-10 19:10:09
270436085,cancelled,2023-02,2023-02-21 19:51:48
270462648,active,2022-08,2022-08-10 20:49:39
270603076,active,2022-08,2022-08-11 10:21:14
270603076,cancelled,2022-09,2022-09-05 14:33:04
270695185,active,2022-08,2022-08-11 17:14:24
270695185,cancelled,2022-09,2022-09-13 09:10:10
270707227,active,2022-08,2022-08-11 17:58:44
270707227,cancelled,2022-10,2022-10-30 18:39:55
270746996,active,2022-08,2022-08-11 20:21:33
270746996,cancelled,2024-05,2024-05-22 13:26:23
270829310,active,2022-08,2022-08-12 01:58:15
270829310,cancelled,2022-10,2022-10-07 21:26:31
270842839,active,2022-08,2022-08-12 03:06:03
270842839,cancelled,2022-11,2022-11-18 06:00:05
270875363,active,2022-08,2022-08-12 08:55:11
270875363,cancelled,2024-01,2024-01-23 16:09:06
270878139,active,2022-08,2022-08-12 09:25:59
270886235,active,2022-08,2022-08-12 10:54:29
270892567,active,2022-08,2022-08-12 11:45:41
270931274,active,2022-08,2022-08-12 15:10:56
270931274,cancelled,2023-01,2023-01-04 16:27:11
271102662,active,2022-10,2022-10-02 14:26:13
271102662,cancelled,2022-10,2022-10-02 14:26:57
271104583,active,2022-08,2022-08-13 07:50:41
271104583,cancelled,2023-04,2023-04-09 07:28:00
271107473,active,2023-03,2023-03-03 00:11:30
271247748,active,2022-08,2022-08-13 22:05:33
271247748,cancelled,2022-09,2022-09-22 13:00:16
271335711,active,2022-08,2022-08-14 08:32:19
271337392,active,2022-08,2022-08-14 08:51:51
271378180,active,2022-08,2022-08-14 14:04:05
271378180,cancelled,2022-09,2022-09-14 06:33:44
271405182,active,2022-08,2022-08-14 16:01:55
271405182,cancelled,2022-09,2022-09-21 07:07:35
271417584,active,2022-08,2022-08-14 16:55:17
271456379,active,2022-08,2022-08-14 19:35:08
271456379,cancelled,2023-08,2023-08-16 22:46:01
271485411,active,2022-08,2022-08-14 21:39:12
271485411,cancelled,2023-12,2023-12-10 05:40:23
271486961,active,2022-08,2022-08-14 21:45:54
271486961,cancelled,2022-09,2022-09-14 14:49:57
271610876,active,2022-08,2022-08-15 09:24:40
271610876,cancelled,2022-10,2022-10-10 04:37:59
271627360,active,2022-08,2022-08-15 11:14:43
271760931,active,2023-08,2023-08-10 12:16:33
271854750,active,2022-08,2022-08-15 19:43:16
271854750,cancelled,2022-09,2022-09-11 00:02:04
271903597,active,2022-08,2022-08-15 21:14:29
271907330,active,2022-08,2022-08-15 21:22:52
272073612,active,2022-08,2022-08-16 12:48:18
272094748,active,2022-08,2022-08-16 14:28:50
272257023,active,2022-08,2022-08-16 23:29:35
272257023,cancelled,2022-09,2022-09-16 09:28:41
272438699,active,2022-08,2022-08-17 08:52:22
272438699,cancelled,2022-10,2022-10-11 07:09:31
272441128,active,2022-08,2022-08-17 09:21:00
272441128,cancelled,2022-10,2022-10-02 07:52:19
272443271,active,2022-08,2022-08-17 09:44:21
272443271,cancelled,2022-10,2022-10-17 13:25:55
272567169,active,2022-08,2022-08-17 14:53:44
272567169,cancelled,2022-09,2022-09-17 07:43:49
272799387,active,2022-08,2022-08-17 21:26:23
272946527,active,2022-08,2022-08-18 11:16:52
272946527,cancelled,2022-10,2022-10-18 08:10:25
272969766,active,2022-08,2022-08-18 13:02:21
273076781,active,2022-08,2022-08-18 17:34:35
273083971,active,2022-08,2022-08-18 18:01:13
273147434,active,2022-08,2022-08-18 21:53:44
273147434,cancelled,2023-10,2023-10-09 04:40:33
273148983,active,2022-08,2022-08-18 22:00:41
273272746,active,2022-08,2022-08-19 10:26:09
273272746,cancelled,2024-10,2024-10-15 04:47:25
273273051,active,2022-08,2022-08-19 10:28:14
273273051,cancelled,2023-07,2023-07-20 07:28:51
273273051,active,2023-07,2023-07-20 07:28:57
273273051,cancelled,2023-07,2023-07-20 07:29:10
273274500,active,2022-08,2022-08-19 10:37:25
273440827,active,2022-08,2022-08-19 21:51:07
273558382,active,2022-08,2022-08-20 12:14:48
273613605,active,2022-08,2022-08-20 15:54:54
273673269,active,2022-08,2022-08-20 19:45:47
273673269,cancelled,2023-04,2023-04-13 04:40:15
273737844,active,2022-08,2022-08-21 00:48:22
273737844,cancelled,2022-09,2022-09-25 22:48:42
273811784,active,2022-08,2022-08-21 11:34:11
273831035,active,2022-08,2022-08-21 13:30:10
273909000,active,2022-08,2022-08-21 18:52:46
273909000,cancelled,2022-12,2022-12-15 10:25:28
273938402,active,2022-08,2022-08-21 20:26:09
274073137,active,2022-08,2022-08-22 08:09:40
274073137,cancelled,2022-12,2022-12-18 14:23:56
274126606,active,2022-09,2022-09-01 11:10:25
274126606,cancelled,2023-01,2023-01-18 22:50:54
274203146,active,2022-08,2022-08-22 17:28:07
274203146,cancelled,2022-10,2022-10-09 09:24:36
274517942,active,2022-08,2022-08-23 17:16:24
274517942,cancelled,2022-09,2022-09-19 00:23:06
274619785,active,2022-08,2022-08-24 00:10:29
274619785,cancelled,2022-09,2022-09-23 10:44:12
274682142,active,2022-08,2022-08-24 06:38:17
274682142,cancelled,2023-01,2023-01-07 08:52:03
274685352,active,2022-08,2022-08-24 07:18:55
274685352,cancelled,2022-10,2022-10-05 09:16:51
274758771,active,2022-08,2022-08-24 15:09:09
274819298,active,2022-08,2022-08-24 18:48:03
274840604,active,2022-08,2022-08-24 20:16:59
274840604,cancelled,2022-09,2022-09-21 17:22:39
274851031,active,2022-08,2022-08-24 21:03:24
274851031,cancelled,2022-09,2022-09-07 08:28:05
274985740,active,2022-08,2022-08-25 09:42:05
274989081,active,2022-08,2022-08-25 10:14:06
274989081,cancelled,2022-09,2022-09-25 13:56:16
275005112,active,2022-08,2022-08-25 12:08:11
275005112,cancelled,2023-12,2023-12-31 12:32:42
275017320,active,2022-08,2022-08-25 13:10:43
275094609,active,2022-08,2022-08-25 16:58:31
275094609,cancelled,2023-03,2023-03-28 06:50:16
275109024,active,2022-08,2022-08-25 17:43:41
275109024,cancelled,2022-09,2022-09-26 21:38:44
275121911,active,2022-08,2022-08-25 18:27:48
275121911,cancelled,2022-10,2022-10-20 04:37:45
275124662,active,2022-08,2022-08-25 18:38:19
275124662,cancelled,2022-09,2022-09-27 21:07:36
275253661,active,2022-08,2022-08-26 02:46:43
275253661,cancelled,2022-11,2022-11-20 15:37:19
275293593,active,2022-08,2022-08-26 08:54:33
275363877,active,2022-08,2022-08-26 15:29:30
275363877,cancelled,2022-10,2022-10-23 02:31:19
275389565,active,2022-08,2022-08-26 17:01:14
275389565,cancelled,2022-10,2022-10-16 11:16:29
275408094,active,2022-09,2022-09-22 05:07:04
275408094,cancelled,2023-06,2023-06-13 08:54:55
275438947,active,2022-08,2022-08-26 20:11:56
275438947,cancelled,2022-11,2022-11-20 04:37:13
275586374,active,2022-08,2022-08-27 12:49:19
275586374,cancelled,2024-02,2024-02-05 11:12:49
275629422,active,2022-08,2022-08-27 15:35:25
275681090,active,2022-08,2022-08-27 19:03:39
275795607,active,2022-08,2022-08-28 05:44:20
275795607,cancelled,2023-03,2023-03-02 07:34:11
275861175,active,2022-08,2022-08-28 13:56:40
275861175,cancelled,2022-09,2022-09-05 20:30:18
275981245,active,2022-08,2022-08-28 22:06:16
275981245,cancelled,2022-12,2022-12-26 05:39:32
276078911,active,2022-08,2022-08-29 06:05:08
276078911,cancelled,2022-09,2022-09-13 05:26:50
276082124,active,2022-08,2022-08-29 06:45:26
276114472,active,2022-08,2022-08-29 11:50:40
276214078,active,2022-08,2022-08-29 17:55:18
276248717,active,2022-08,2022-08-29 19:43:43
276507823,active,2022-08,2022-08-30 16:42:03
276507823,cancelled,2022-08,2022-08-30 16:46:11
276508874,active,2022-08,2022-08-30 16:45:08
276510326,active,2022-08,2022-08-30 16:50:26
276510326,cancelled,2022-11,2022-11-26 13:16:58
276510327,active,2024-01,2024-01-26 14:58:41
276560585,active,2022-08,2022-08-30 19:42:48
276571161,active,2022-08,2022-08-30 20:17:48
276748917,active,2022-08,2022-08-31 11:56:28
276913959,active,2022-08,2022-08-31 21:32:23
276913959,cancelled,2023-10,2023-10-20 04:40:41
277023503,active,2022-09,2022-09-01 06:27:46
277039720,active,2022-09,2022-09-01 08:39:08
277039720,cancelled,2022-10,2022-10-01 08:07:54
277045612,active,2022-09,2022-09-01 09:37:21
277045612,cancelled,2022-10,2022-10-26 05:38:01
277071837,active,2022-09,2022-09-01 12:26:55
277071837,cancelled,2022-10,2022-10-26 05:38:00
277092748,active,2022-09,2022-09-01 13:37:09
277092748,cancelled,2022-11,2022-11-18 20:31:53
277094141,active,2022-09,2022-09-01 13:40:33
277094141,cancelled,2023-03,2023-03-01 09:13:26
277170831,active,2022-09,2022-09-01 16:38:21
277236327,active,2022-09,2022-09-01 19:17:26
277240937,active,2022-09,2022-09-01 19:31:25
277240937,cancelled,2022-12,2022-12-27 13:13:45
277251243,active,2022-09,2022-09-01 20:01:48
277251243,cancelled,2022-12,2022-12-30 08:03:28
277275591,active,2022-09,2022-09-01 21:14:48
277291212,active,2022-09,2022-09-01 22:01:30
277291212,cancelled,2022-09,2022-09-12 09:14:08
277304736,active,2022-09,2022-09-01 22:42:29
277304736,cancelled,2022-09,2022-09-27 06:53:14
277464937,active,2022-09,2022-09-02 11:02:13
277469214,active,2022-09,2022-09-02 11:29:48
277469215,active,2022-09,2022-09-02 11:29:48
277643152,active,2022-09,2022-09-02 21:55:43
277643152,cancelled,2022-10,2022-10-03 11:34:14
277756200,active,2022-09,2022-09-03 08:33:32
277794861,active,2022-09,2022-09-03 13:13:22
277991629,active,2022-09,2022-09-04 00:06:44
278015021,active,2022-09,2022-09-04 01:48:10
278015021,cancelled,2023-01,2023-01-13 23:28:22
278076019,active,2022-09,2022-09-04 10:46:26
278076020,active,2022-09,2022-09-04 10:46:26
278076020,cancelled,2023-02,2023-02-17 14:01:49
278116860,active,2022-09,2022-09-04 14:24:59
278116860,cancelled,2022-11,2022-11-18 15:23:24
278170139,active,2022-09,2022-09-04 17:37:42
278170139,cancelled,2023-03,2023-03-03 14:20:07
278214522,active,2022-09,2022-09-04 20:25:58
278214522,cancelled,2022-12,2022-12-02 12:07:08
278256861,active,2022-09,2022-09-04 22:33:17
278256861,cancelled,2022-11,2022-11-20 10:11:04
278293936,active,2022-09,2022-09-05 01:12:24
278293936,cancelled,2022-10,2022-10-13 21:48:41
278293936,active,2022-10,2022-10-13 21:51:57
278293936,cancelled,2023-02,2023-02-26 05:36:46
278346923,active,2022-09,2022-09-05 06:18:31
278346923,cancelled,2023-05,2023-05-07 04:38:52
278385019,active,2022-09,2022-09-05 10:49:35
278411619,active,2022-09,2022-09-05 13:24:11
278458476,active,2022-09,2022-09-05 15:38:25
278586134,active,2022-09,2022-09-05 21:12:11
278587892,active,2022-09,2022-09-05 21:16:44
278587892,cancelled,2024-06,2024-06-24 04:41:52
278788838,active,2022-09,2022-09-06 12:41:05
278893890,active,2022-09,2022-09-06 19:27:53
279065308,active,2022-09,2022-09-07 09:31:11
